client_id,snapshot_date,business_name,store_type,zone,registration_date,first_purchase_date,last_purchase_date,length_reference_date,length_source,has_transactions,length_days,recency_days,frequency,monetary,volume,L,R,F,M,V,n_transactions,frequency_last_3_months,frequency_previous_3_months,delta_frequency,es_nuevo,low_history_flag,churn_eligible
CLI-0231,2025-06-30,Tienda La Esquina,bodega,Huancayo Centro,2021-03-03,2021-03-21,2025-06-30,2021-03-21,first_purchase_date,True,1562,0.0,23,3051.65,3,1562,0.0,23,3051.65,3,187,13,10,3,False,False,True
CLI-0232,2025-06-30,Distribuidora Santa Rosa,licoreria,Huancayo Cercado,2022-05-03,2022-05-10,2025-06-30,2022-05-10,first_purchase_date,True,1147,0.0,31,3528.8199999999997,3,1147,0.0,31,3528.8199999999997,3,159,19,12,7,False,False,True
CLI-0233,2025-06-30,Market La Familia,minimarket,El Tambo,2025-05-16,2025-05-19,2025-06-29,2025-05-19,first_purchase_date,True,42,1.0,6,774.73,2,42,1.0,6,774.73,2,6,6,0,6,True,False,False
CLI-0234,2025-06-30,Tienda El Centro,bodega,Huancayo Centro,2021-09-18,2021-09-24,2025-06-24,2021-09-24,first_purchase_date,True,1375,6.0,26,3766.22,3,1375,6.0,26,3766.22,3,209,12,14,-2,False,False,True
CLI-0235,2025-06-30,Market El Progreso,minimarket,Huancayo Centro,2021-04-23,2021-04-07,2025-06-30,2021-04-07,first_purchase_date,True,1545,0.0,20,3087.77,3,1545,0.0,20,3087.77,3,227,8,12,-4,False,False,True
CLI-0236,2025-06-30,Tienda La Esquina,bodega,Huancayo Cercado,2022-03-24,2022-03-09,2024-11-13,2022-03-09,first_purchase_date,True,1209,229.0,0,0.0,0,1209,229.0,0,0.0,0,130,0,0,0,False,False,True
CLI-0237,2025-06-30,Bodega Santa Isabel,bodega,Chilca,2022-01-18,2022-01-18,2023-10-08,2022-01-18,first_purchase_date,True,1259,631.0,0,0.0,0,1259,631.0,0,0.0,0,71,0,0,0,False,False,True
CLI-0238,2025-06-30,Licorería Santa Isabel,licoreria,Huancayo Centro,2021-07-21,2021-07-01,2024-07-28,2021-07-01,first_purchase_date,True,1460,337.0,0,0.0,0,1460,337.0,0,0.0,0,135,0,0,0,False,False,True
CLI-0239,2025-06-30,Menú La Familia,restaurante,San Carlos,2021-07-15,2021-10-22,2025-06-24,2021-10-22,first_purchase_date,True,1347,6.0,31,3964.3,3,1347,6.0,31,3964.3,3,153,18,13,5,False,False,True
CLI-0240,2025-06-30,Tienda La Económica,bodega,Huancayo Centro,2021-02-14,2021-02-02,2024-06-02,2021-02-02,first_purchase_date,True,1609,393.0,0,0.0,0,1609,393.0,0,0.0,0,145,0,0,0,False,False,True
CLI-0241,2025-06-30,Tienda Mantaro,bodega,San Carlos,2021-05-19,2021-05-02,2025-05-21,2021-05-02,first_purchase_date,True,1520,40.0,6,1684.57,4,1520,40.0,6,1684.57,4,152,4,2,2,False,False,True
CLI-0242,2025-06-30,Minimarket Los Olivos,bodega,San Carlos,2022-04-21,2022-04-12,2025-05-31,2022-04-12,first_purchase_date,True,1175,30.0,20,2644.52,3,1175,30.0,20,2644.52,3,165,6,14,-8,False,False,True
CLI-0243,2025-06-30,Bodega Wanka,bodega,Huancayo Cercado,2023-03-28,2023-03-01,2024-06-28,2023-03-01,first_purchase_date,True,852,367.0,0,0.0,0,852,367.0,0,0.0,0,44,0,0,0,False,False,True
CLI-0244,2025-06-30,Minimarket El Buen Precio,minimarket,Huancayo Cercado,2025-06-20,2025-06-05,2025-06-27,2025-06-05,first_purchase_date,True,25,3.0,3,394.13,2,25,3.0,3,394.13,2,3,3,0,3,True,False,False
CLI-0245,2025-06-30,Bodega El Paraíso,bodega,Huancayo Cercado,2025-03-17,2025-03-13,2025-06-24,2025-03-13,first_purchase_date,True,109,6.0,11,1318.14,2,109,6.0,11,1318.14,2,11,7,4,3,True,False,False
CLI-0246,2025-06-30,Tienda La Familia,bodega,San Carlos,2021-05-31,2021-05-03,2025-06-19,2021-05-03,first_purchase_date,True,1519,11.0,25,4337.22,3,1519,11.0,25,4337.22,3,209,13,12,1,False,False,True
CLI-0247,2025-06-30,Cevichería Los Andes,restaurante,Chilca,2021-11-08,2022-06-04,2025-05-26,2022-06-04,first_purchase_date,True,1122,35.0,17,2256.78,3,1122,35.0,17,2256.78,3,134,11,6,5,False,False,True
CLI-0248,2025-06-30,Bodega Los Andes,bodega,Huancayo Centro,2022-06-26,2022-06-18,2025-06-13,2022-06-18,first_purchase_date,True,1108,17.0,31,5162.01,3,1108,17.0,31,5162.01,3,163,18,13,5,False,False,True
CLI-0249,2025-06-30,Minimarket El Centro,bodega,Chilca,2021-08-26,2021-08-11,2024-12-17,2021-08-11,first_purchase_date,True,1419,195.0,0,0.0,0,1419,195.0,0,0.0,0,140,0,0,0,False,False,True
CLI-0250,2025-06-30,Licorería Los Olivos,licoreria,El Tambo,2023-08-01,2023-08-20,2024-08-29,2023-08-20,first_purchase_date,True,680,305.0,0,0.0,0,680,305.0,0,0.0,0,34,0,0,0,False,False,True
CLI-0251,2025-06-30,Minimarket San Martín,minimarket,Huancayo Cercado,2021-05-24,2021-05-09,2024-02-24,2021-05-09,first_purchase_date,True,1513,492.0,0,0.0,0,1513,492.0,0,0.0,0,62,0,0,0,False,False,True
CLI-0252,2025-06-30,Market Santa Rosa,minimarket,El Tambo,2021-04-12,2021-04-07,2025-06-30,2021-04-07,first_purchase_date,True,1545,0.0,27,3728.54,3,1545,0.0,27,3728.54,3,293,9,18,-9,False,False,True
CLI-0253,2025-06-30,Bodega El Progreso,bodega,Huancayo Cercado,2022-05-22,2022-05-09,2024-12-28,2022-05-09,first_purchase_date,True,1148,184.0,0,0.0,0,1148,184.0,0,0.0,0,116,0,0,0,False,False,True
CLI-0254,2025-06-30,Bodega La Esquina,bodega,Huancayo Cercado,2021-06-02,2021-06-18,2025-06-24,2021-06-18,first_purchase_date,True,1473,6.0,22,4842.59,4,1473,6.0,22,4842.59,4,200,15,7,8,False,False,True
CLI-0255,2025-06-30,Pollería El Ahorro,restaurante,San Carlos,2023-07-28,2023-07-04,2024-11-14,2023-07-04,first_purchase_date,True,727,228.0,0,0.0,0,727,228.0,0,0.0,0,46,0,0,0,False,False,True
CLI-0256,2025-06-30,Bodega El Centro,bodega,El Tambo,2021-12-01,2021-12-17,2025-05-28,2021-12-17,first_purchase_date,True,1291,33.0,5,338.75,2,1291,33.0,5,338.75,2,73,2,3,-1,False,False,True
CLI-0257,2025-06-30,Tienda Wanka,bodega,El Tambo,2025-01-30,2025-01-16,2025-05-15,2025-01-16,first_purchase_date,True,165,46.0,7,379.90999999999997,2,165,46.0,7,379.90999999999997,2,7,3,4,-1,True,False,False
CLI-0258,2025-06-30,Tienda Los Andes,bodega,Huancayo Centro,2021-06-06,2021-06-02,2024-06-07,2021-06-02,first_purchase_date,True,1489,388.0,0,0.0,0,1489,388.0,0,0.0,0,129,0,0,0,False,False,True
CLI-0259,2025-06-30,Minimarket La Familia,bodega,Chilca,2025-02-15,2025-02-17,2025-06-22,2025-02-17,first_purchase_date,True,133,8.0,14,1016.29,2,133,8.0,14,1016.29,2,14,9,5,4,True,False,False
CLI-0260,2025-06-30,Market Los Andes,minimarket,Chilca,2025-02-03,2025-02-07,2025-06-26,2025-02-07,first_purchase_date,True,143,4.0,21,1368.1100000000001,2,143,4.0,21,1368.1100000000001,2,21,10,11,-1,True,False,False
CLI-0261,2025-06-30,Licores Doña María,licoreria,El Tambo,2021-12-02,2021-12-02,2025-02-22,2021-12-02,first_purchase_date,True,1306,128.0,1,96.63,2,1306,128.0,1,96.63,2,174,0,1,-1,False,False,True
CLI-0262,2025-06-30,Licorería La Familia,licoreria,Chilca,2021-06-04,2021-06-15,2024-10-13,2021-06-15,first_purchase_date,True,1476,260.0,0,0.0,0,1476,260.0,0,0.0,0,159,0,0,0,False,False,True
CLI-0263,2025-06-30,Minimarket Los Olivos,minimarket,Huancayo Cercado,2022-05-14,2022-05-01,2025-06-21,2022-05-01,first_purchase_date,True,1156,9.0,28,3559.18,2,1156,9.0,28,3559.18,2,125,14,14,0,False,False,True
CLI-0264,2025-06-30,Tienda Don José,bodega,El Tambo,2022-01-23,2022-01-05,2024-08-16,2022-01-05,first_purchase_date,True,1272,318.0,0,0.0,0,1272,318.0,0,0.0,0,111,0,0,0,False,False,True
CLI-0265,2025-06-30,Tienda El Centro,bodega,Huancayo Cercado,2025-02-10,2025-03-26,2025-06-02,2025-03-26,first_purchase_date,True,96,28.0,7,345.97,2,96,28.0,7,345.97,2,7,6,1,5,True,False,False
CLI-0266,2025-06-30,Market Don José,minimarket,Huancayo Centro,2022-04-28,2022-04-03,2025-06-20,2022-04-03,first_purchase_date,True,1184,10.0,15,1745.15,3,1184,10.0,15,1745.15,3,175,5,10,-5,False,False,True
CLI-0267,2025-06-30,Market El Sol,minimarket,San Carlos,2021-02-26,2021-02-01,2025-06-19,2021-02-01,first_purchase_date,True,1610,11.0,16,1676.57,3,1610,11.0,16,1676.57,3,227,10,6,4,False,False,True
CLI-0268,2025-06-30,Pollería La Económica,restaurante,El Tambo,2021-09-02,2021-09-16,2025-06-07,2021-09-16,first_purchase_date,True,1383,23.0,33,4762.57,3,1383,23.0,33,4762.57,3,264,14,19,-5,False,False,True
CLI-0269,2025-06-30,Restaurant Santa Rosa,restaurante,Huancayo Centro,2025-05-30,2025-05-20,2025-05-31,2025-05-20,first_purchase_date,True,41,30.0,3,249.57999999999998,2,41,30.0,3,249.57999999999998,2,3,3,0,3,True,False,False
CLI-0270,2025-06-30,Bodega El Sol,bodega,Huancayo Centro,2021-02-08,2021-02-01,2025-06-28,2021-02-01,first_purchase_date,True,1610,2.0,22,5571.5,4,1610,2.0,22,5571.5,4,241,12,10,2,False,False,True
CLI-0271,2025-06-30,Market El Progreso,minimarket,San Carlos,2021-06-17,2021-06-14,2025-06-02,2021-06-14,first_purchase_date,True,1477,28.0,10,816.55,3,1477,28.0,10,816.55,3,181,7,3,4,False,False,True
CLI-0272,2025-06-30,Minimarket La Familia,bodega,Chilca,2021-10-12,2021-10-08,2025-06-17,2021-10-08,first_purchase_date,True,1361,13.0,25,3742.86,3,1361,13.0,25,3742.86,3,176,10,15,-5,False,False,True
CLI-0273,2025-06-30,Tienda Wanka,bodega,Huancayo Cercado,2022-06-04,2022-06-01,2025-06-27,2022-06-01,first_purchase_date,True,1125,3.0,19,2167.18,3,1125,3.0,19,2167.18,3,157,8,11,-3,False,False,True
CLI-0274,2025-06-30,Minimarket Los Olivos,bodega,Huancayo Centro,2022-04-12,2022-04-01,2025-06-24,2022-04-01,first_purchase_date,True,1186,6.0,27,4482.92,3,1186,6.0,27,4482.92,3,153,13,14,-1,False,False,True
CLI-0275,2025-06-30,Minimarket San Martín,bodega,Huancayo Cercado,2022-05-03,2022-05-03,2024-04-02,2022-05-03,first_purchase_date,True,1154,454.0,0,0.0,0,1154,454.0,0,0.0,0,65,0,0,0,False,False,True
CLI-0276,2025-06-30,Mini El Progreso,minimarket,Huancayo Centro,2021-12-06,2021-12-03,2025-06-16,2021-12-03,first_purchase_date,True,1305,14.0,9,980.39,3,1305,14.0,9,980.39,3,175,5,4,1,False,False,True
CLI-0277,2025-06-30,Bodega El Buen Precio,bodega,Huancayo Cercado,2022-02-25,2022-02-26,2025-06-27,2022-02-26,first_purchase_date,True,1220,3.0,19,2010.0,3,1220,3.0,19,2010.0,3,174,7,12,-5,False,False,True
CLI-0278,2025-06-30,Tienda Los Olivos,bodega,El Tambo,2023-06-27,2023-06-07,2025-01-03,2023-06-07,first_purchase_date,True,754,178.0,1,61.72,1,754,178.0,1,61.72,1,68,0,1,-1,False,False,True
CLI-0279,2025-06-30,Market Mantaro,minimarket,El Tambo,2021-08-12,2021-08-02,2025-06-27,2021-08-02,first_purchase_date,True,1428,3.0,32,5460.91,3,1428,3.0,32,5460.91,3,228,16,16,0,False,False,True
CLI-0280,2025-06-30,Minimarket San Martín,bodega,San Carlos,2021-09-20,2021-09-27,2025-01-02,2021-09-27,first_purchase_date,True,1372,179.0,1,53.49,1,1372,179.0,1,53.49,1,153,0,1,-1,False,False,True
CLI-0281,2025-06-30,Tienda El Centro,bodega,Huancayo Centro,2021-04-07,2021-04-03,2025-06-29,2021-04-03,first_purchase_date,True,1549,1.0,25,8586.29,4,1549,1.0,25,8586.29,4,184,14,11,3,False,False,True
CLI-0282,2025-06-30,Licorería El Tambo,licoreria,El Tambo,2021-01-18,2021-01-12,2025-06-29,2021-01-12,first_purchase_date,True,1630,1.0,18,1844.96,3,1630,1.0,18,1844.96,3,202,6,12,-6,False,False,True
CLI-0283,2025-06-30,Market San Martín,minimarket,El Tambo,2022-05-30,2022-05-18,2024-12-17,2022-05-18,first_purchase_date,True,1139,195.0,0,0.0,0,1139,195.0,0,0.0,0,136,0,0,0,False,False,True
CLI-0284,2025-06-30,Tienda Santa Rosa,bodega,San Carlos,2025-05-17,2025-05-18,2025-06-25,2025-05-18,first_purchase_date,True,43,5.0,2,101.28999999999999,2,43,5.0,2,101.28999999999999,2,2,2,0,2,True,True,False
CLI-0285,2025-06-30,Licores El Progreso,licoreria,El Tambo,2025-05-10,2025-05-08,2025-06-15,2025-05-08,first_purchase_date,True,53,15.0,6,414.32,2,53,15.0,6,414.32,2,6,6,0,6,True,False,False
CLI-0286,2025-06-30,Restaurant El Paraíso,restaurante,Huancayo Centro,2022-05-24,2022-05-13,2024-11-06,2022-05-13,first_purchase_date,True,1144,236.0,0,0.0,0,1144,236.0,0,0.0,0,128,0,0,0,False,False,True
CLI-0287,2025-06-30,Market Doña María,minimarket,San Carlos,2025-04-25,2025-04-02,2025-06-18,2025-04-02,first_purchase_date,True,89,12.0,11,1176.82,2,89,12.0,11,1176.82,2,11,11,0,11,True,False,False
CLI-0288,2025-06-30,Minimarket El Tambo,bodega,El Tambo,2021-11-02,2021-11-01,2024-06-11,2021-11-01,first_purchase_date,True,1337,384.0,0,0.0,0,1337,384.0,0,0.0,0,116,0,0,0,False,False,True
CLI-0289,2025-06-30,Pollería El Paraíso,restaurante,Huancayo Centro,2021-02-27,2021-02-04,2025-06-29,2021-02-04,first_purchase_date,True,1607,1.0,56,10450.68,3,1607,1.0,56,10450.68,3,306,29,27,2,False,False,True
CLI-0290,2025-06-30,Tienda Doña María,bodega,Huancayo Centro,2021-10-29,2021-10-08,2025-06-27,2021-10-08,first_purchase_date,True,1361,3.0,24,4051.71,3,1361,3.0,24,4051.71,3,174,6,18,-12,False,False,True
CLI-0291,2025-06-30,Minimarket La Esquina,bodega,Huancayo Centro,2021-10-10,2021-10-17,2024-12-26,2021-10-17,first_purchase_date,True,1352,186.0,0,0.0,0,1352,186.0,0,0.0,0,144,0,0,0,False,False,True
CLI-0292,2025-06-30,Cevichería San Martín,restaurante,El Tambo,2021-03-22,2021-03-03,2025-06-29,2021-03-03,first_purchase_date,True,1580,1.0,32,7217.68,4,1580,1.0,32,7217.68,4,342,17,15,2,False,False,True
CLI-0293,2025-06-30,Tienda San Martín,bodega,San Carlos,2021-03-18,2021-03-02,2025-01-01,2021-03-02,first_purchase_date,True,1581,180.0,0,0.0,0,1581,180.0,0,0.0,0,176,0,0,0,False,False,True
CLI-0294,2025-06-30,Tienda La Esquina,bodega,San Carlos,2021-11-23,2021-11-01,2025-06-26,2021-11-01,first_purchase_date,True,1337,4.0,31,3101.25,3,1337,4.0,31,3101.25,3,204,17,14,3,False,False,True
CLI-0295,2025-06-30,Market La Esquina,minimarket,Huancayo Centro,2021-10-24,2021-10-04,2024-07-22,2021-10-04,first_purchase_date,True,1365,343.0,0,0.0,0,1365,343.0,0,0.0,0,158,0,0,0,False,False,True
CLI-0296,2025-06-30,Market Wanka,minimarket,Chilca,2025-04-20,2025-05-24,2025-06-26,2025-05-24,first_purchase_date,True,37,4.0,4,296.25,2,37,4.0,4,296.25,2,4,4,0,4,True,False,False
CLI-0297,2025-06-30,Bodega El Sol,bodega,Huancayo Cercado,2021-01-15,2021-01-10,2025-06-23,2021-01-10,first_purchase_date,True,1632,7.0,29,10276.27,4,1632,7.0,29,10276.27,4,225,16,13,3,False,False,True
CLI-0298,2025-06-30,Distribuidora El Paraíso,licoreria,San Carlos,2022-03-26,2022-03-07,2025-06-28,2022-03-07,first_purchase_date,True,1211,2.0,35,5958.96,3,1211,2.0,35,5958.96,3,240,20,15,5,False,False,True
CLI-0299,2025-06-30,Distribuidora La Familia,licoreria,Huancayo Centro,2021-04-15,2021-04-07,2025-06-27,2021-04-07,first_purchase_date,True,1545,3.0,17,1661.96,3,1545,3.0,17,1661.96,3,214,8,9,-1,False,False,True
CLI-0300,2025-06-30,Market San Martín,minimarket,San Carlos,2021-02-12,2021-02-05,2025-06-24,2021-02-05,first_purchase_date,True,1606,6.0,14,1325.12,3,1606,6.0,14,1325.12,3,241,6,8,-2,False,False,True
CLI-0301,2025-06-30,Market El Ahorro,minimarket,Chilca,2022-01-29,2022-01-04,2025-06-28,2022-01-04,first_purchase_date,True,1273,2.0,29,3515.38,3,1273,2.0,29,3515.38,3,180,12,17,-5,False,False,True
CLI-0302,2025-06-30,Tienda Virgen de Cocharcas,bodega,San Carlos,2021-06-20,2021-06-16,2025-06-21,2021-06-16,first_purchase_date,True,1475,9.0,23,3931.46,3,1475,9.0,23,3931.46,3,197,17,6,11,False,False,True
CLI-0303,2025-06-30,Tienda La Familia,bodega,San Carlos,2021-04-19,2021-04-18,2025-06-17,2021-04-18,first_purchase_date,True,1534,13.0,14,1305.13,3,1534,13.0,14,1305.13,3,203,4,10,-6,False,False,True
CLI-0304,2025-06-30,Minimarket San Martín,bodega,El Tambo,2025-02-13,2025-02-11,2025-06-30,2025-02-11,first_purchase_date,True,139,0.0,17,1989.06,2,139,0.0,17,1989.06,2,17,13,4,9,True,False,False
CLI-0305,2025-06-30,Tienda El Sol,bodega,Huancayo Centro,2022-02-16,2022-02-01,2025-06-28,2022-02-01,first_purchase_date,True,1245,2.0,29,4472.42,3,1245,2.0,29,4472.42,3,154,12,17,-5,False,False,True
CLI-0306,2025-06-30,Tienda El Paraíso,bodega,Huancayo Cercado,2025-02-21,2025-02-08,2025-06-15,2025-02-08,first_purchase_date,True,142,15.0,9,1031.74,2,142,15.0,9,1031.74,2,9,4,5,-1,True,False,False
CLI-0307,2025-06-30,Restaurant San Martín,restaurante,El Tambo,2021-05-28,2021-05-06,2025-06-27,2021-05-06,first_purchase_date,True,1516,3.0,31,4413.24,3,1516,3.0,31,4413.24,3,298,17,14,3,False,False,True
CLI-0308,2025-06-30,Minimarket El Ahorro,bodega,Huancayo Centro,2022-01-10,2022-01-02,2025-05-15,2022-01-02,first_purchase_date,True,1275,46.0,8,1014.76,3,1275,46.0,8,1014.76,3,108,3,5,-2,False,False,True
CLI-0309,2025-06-30,Minimarket El Progreso,minimarket,Huancayo Cercado,2021-05-17,2021-05-08,2025-06-18,2021-05-08,first_purchase_date,True,1514,12.0,43,10768.35,4,1514,12.0,43,10768.35,4,317,21,22,-1,False,False,True
CLI-0310,2025-06-30,Tienda El Ahorro,bodega,Huancayo Cercado,2021-01-08,2021-01-03,2023-03-15,2021-01-03,first_purchase_date,True,1639,838.0,0,0.0,0,1639,838.0,0,0.0,0,107,0,0,0,False,False,True
CLI-0311,2025-06-30,Bodega Doña María,bodega,El Tambo,2021-05-13,2021-05-06,2025-06-14,2021-05-06,first_purchase_date,True,1516,16.0,21,3457.39,4,1516,16.0,21,3457.39,4,209,9,12,-3,False,False,True
CLI-0312,2025-06-30,Mini La Familia,minimarket,San Carlos,2021-05-21,2021-05-03,2025-06-27,2021-05-03,first_purchase_date,True,1519,3.0,41,11496.82,4,1519,3.0,41,11496.82,4,319,19,22,-3,False,False,True
CLI-0313,2025-06-30,Distribuidora El Ahorro,licoreria,El Tambo,2025-06-22,,,2025-06-22,registration_date_fallback,False,8,,0,0.0,0,8,,0,0.0,0,0,0,0,0,True,True,False
CLI-0314,2025-06-30,Minimarket El Tambo,bodega,Huancayo Cercado,2025-01-27,2025-01-08,2025-06-02,2025-01-08,first_purchase_date,True,173,28.0,15,1309.19,2,173,28.0,15,1309.19,2,15,4,11,-7,True,False,False
CLI-0315,2025-06-30,Bodega La Familia,bodega,El Tambo,2025-06-27,,,2025-06-27,registration_date_fallback,False,3,,0,0.0,0,3,,0,0.0,0,0,0,0,0,True,True,False
CLI-0316,2025-06-30,Licores Santa Rosa,licoreria,Huancayo Centro,2021-10-02,2021-10-07,2025-06-26,2021-10-07,first_purchase_date,True,1362,4.0,41,8723.63,3,1362,4.0,41,8723.63,3,304,16,25,-9,False,False,True
CLI-0317,2025-06-30,Minimarket El Tambo,bodega,El Tambo,2025-06-05,2025-06-19,2025-06-25,2025-06-19,first_purchase_date,True,11,5.0,2,247.7,2,11,5.0,2,247.7,2,2,2,0,2,True,True,False
CLI-0318,2025-06-30,Minimarket La Esquina,bodega,San Carlos,2021-10-17,2021-10-06,2025-06-17,2021-10-06,first_purchase_date,True,1363,13.0,31,4857.15,3,1363,13.0,31,4857.15,3,190,17,14,3,False,False,True
CLI-0319,2025-06-30,Market El Tambo,minimarket,Chilca,2021-08-07,2021-08-05,2025-06-24,2021-08-05,first_purchase_date,True,1425,6.0,24,1980.62,3,1425,6.0,24,1980.62,3,236,13,11,2,False,False,True
CLI-0320,2025-06-30,Restaurant Los Olivos,restaurante,El Tambo,2022-01-26,2022-01-03,2025-06-26,2022-01-03,first_purchase_date,True,1274,4.0,25,3224.08,3,1274,4.0,25,3224.08,3,188,13,12,1,False,False,True
CLI-0321,2025-06-30,Tienda El Tambo,bodega,Huancayo Cercado,2021-05-03,2021-05-01,2025-06-20,2021-05-01,first_purchase_date,True,1521,10.0,15,3458.96,4,1521,10.0,15,3458.96,4,141,4,11,-7,False,False,True
CLI-0322,2025-06-30,Mini El Paraíso,minimarket,Chilca,2025-01-24,2025-01-01,2025-06-27,2025-01-01,first_purchase_date,True,180,3.0,7,399.21,2,180,3.0,7,399.21,2,8,5,2,3,False,False,True
CLI-0323,2025-06-30,Minimarket El Tambo,bodega,Huancayo Cercado,2021-09-02,2021-09-13,2025-06-26,2021-09-13,first_purchase_date,True,1386,4.0,16,1565.44,3,1386,4.0,16,1565.44,3,209,7,9,-2,False,False,True
CLI-0324,2025-06-30,Minimarket Santa Rosa,bodega,San Carlos,2021-01-08,2021-01-02,2025-06-11,2021-01-02,first_purchase_date,True,1640,19.0,16,2560.18,3,1640,19.0,16,2560.18,3,208,8,8,0,False,False,True
CLI-0325,2025-06-30,Minimarket El Tambo,bodega,Huancayo Centro,2022-06-19,2022-06-06,2025-06-22,2022-06-06,first_purchase_date,True,1120,8.0,23,2055.57,3,1120,8.0,23,2055.57,3,135,10,13,-3,False,False,True
CLI-0326,2025-06-30,Minimarket Los Olivos,bodega,Huancayo Centro,2021-03-01,2021-03-14,2025-06-27,2021-03-14,first_purchase_date,True,1569,3.0,23,7945.11,4,1569,3.0,23,7945.11,4,222,10,13,-3,False,False,True
CLI-0327,2025-06-30,Tienda Virgen de Cocharcas,bodega,El Tambo,2022-02-04,2022-02-08,2025-01-31,2022-02-08,first_purchase_date,True,1238,150.0,1,60.08,1,1238,150.0,1,60.08,1,122,0,1,-1,False,False,True
CLI-0328,2025-06-30,Menú Doña María,restaurante,El Tambo,2023-09-07,2023-09-22,2025-06-29,2023-09-22,first_purchase_date,True,647,1.0,4,310.43,2,647,1.0,4,310.43,2,40,2,2,0,False,False,True
CLI-0329,2025-06-30,Tienda El Centro,bodega,San Carlos,2023-01-02,2023-01-09,2025-06-18,2023-01-09,first_purchase_date,True,903,12.0,14,1407.28,2,903,12.0,14,1407.28,2,82,5,9,-4,False,False,True
CLI-0330,2025-06-30,Tienda Don José,bodega,El Tambo,2025-05-24,2025-05-28,2025-06-14,2025-05-28,first_purchase_date,True,33,16.0,3,382.25,2,33,16.0,3,382.25,2,3,3,0,3,True,False,False
CLI-0331,2025-06-30,Bodega Santa Isabel,bodega,El Tambo,2021-04-11,2021-04-13,2025-02-27,2021-04-13,first_purchase_date,True,1539,123.0,3,255.26999999999998,2,1539,123.0,3,255.26999999999998,2,184,0,3,-3,False,False,True
CLI-0332,2025-06-30,Minimarket El Ahorro,bodega,El Tambo,2022-05-03,2022-05-03,2025-06-28,2022-05-03,first_purchase_date,True,1154,2.0,28,2839.08,3,1154,2.0,28,2839.08,3,178,10,18,-8,False,False,True
CLI-0333,2025-06-30,Bodega Mantaro,bodega,Huancayo Centro,2022-06-10,2022-06-09,2025-03-30,2022-06-09,first_purchase_date,True,1117,92.0,3,158.71,2,1117,92.0,3,158.71,2,114,0,3,-3,False,False,True
CLI-0334,2025-06-30,Cevichería San Martín,restaurante,Chilca,2025-06-24,2025-06-16,2025-06-27,2025-06-16,first_purchase_date,True,14,3.0,3,307.28,2,14,3.0,3,307.28,2,3,3,0,3,True,False,False
CLI-0335,2025-06-30,Minimarket Los Andes,bodega,Chilca,2022-01-22,2022-01-02,2025-06-19,2022-01-02,first_purchase_date,True,1275,11.0,15,1217.03,2,1275,11.0,15,1217.03,2,97,7,8,-1,False,False,True
CLI-0336,2025-06-30,Menú Santa Rosa,restaurante,Huancayo Centro,2022-01-28,2022-01-03,2025-06-28,2022-01-03,first_purchase_date,True,1274,2.0,20,3530.2400000000002,3,1274,2.0,20,3530.2400000000002,3,175,12,8,4,False,False,True
CLI-0337,2025-06-30,Licorería El Sol,licoreria,El Tambo,2021-05-23,2021-05-02,2025-06-30,2021-05-02,first_purchase_date,True,1520,0.0,30,2463.94,3,1520,0.0,30,2463.94,3,264,9,21,-12,False,False,True
CLI-0338,2025-06-30,Bodega Virgen de Cocharcas,bodega,Chilca,2021-11-17,2021-11-03,2025-02-20,2021-11-03,first_purchase_date,True,1335,130.0,14,1095.49,3,1335,130.0,14,1095.49,3,127,0,14,-14,False,False,True
CLI-0339,2025-06-30,Bodega El Tambo,bodega,San Carlos,2021-03-03,2021-03-06,2025-06-28,2021-03-06,first_purchase_date,True,1577,2.0,29,10225.81,4,1577,2.0,29,10225.81,4,216,10,19,-9,False,False,True
CLI-0340,2025-06-30,Minimarket El Centro,bodega,El Tambo,2021-07-13,2021-07-10,2025-03-26,2021-07-10,first_purchase_date,True,1451,96.0,2,163.20999999999998,2,1451,96.0,2,163.20999999999998,2,160,0,2,-2,False,False,True
CLI-0341,2025-06-30,Minimarket La Familia,minimarket,Huancayo Centro,2021-03-22,2021-03-12,2025-02-01,2021-03-12,first_purchase_date,True,1571,149.0,1,195.15,3,1571,149.0,1,195.15,3,268,0,1,-1,False,False,True
CLI-0342,2025-06-30,Tienda El Ahorro,bodega,Chilca,2025-06-20,2025-06-07,2025-06-07,2025-06-07,first_purchase_date,True,23,23.0,1,82.69,2,23,23.0,1,82.69,2,1,1,0,1,True,True,False
CLI-0343,2025-06-30,Bodega Mantaro,bodega,Huancayo Cercado,2021-04-13,2021-04-22,2025-06-16,2021-04-22,first_purchase_date,True,1530,14.0,19,2641.7,3,1530,14.0,19,2641.7,3,201,12,7,5,False,False,True
CLI-0344,2025-06-30,Bodega Los Andes,bodega,El Tambo,2021-05-23,2021-05-06,2025-06-29,2021-05-06,first_purchase_date,True,1516,1.0,22,2789.97,3,1516,1.0,22,2789.97,3,216,8,14,-6,False,False,True
CLI-0345,2025-06-30,Bodega El Centro,bodega,El Tambo,2025-03-05,2025-03-02,2025-06-22,2025-03-02,first_purchase_date,True,120,8.0,10,1243.59,2,120,8.0,10,1243.59,2,10,8,2,6,True,False,False
CLI-0346,2025-06-30,Bodega El Sol,bodega,Chilca,2025-03-19,2025-04-25,2025-06-29,2025-04-25,first_purchase_date,True,66,1.0,10,632.0699999999999,2,66,1.0,10,632.0699999999999,2,10,10,0,10,True,False,False
